CU WBS #,CU,Unit Of Measure,Description,Compatible Unit Group,Install Hours,Removal Hours,Transfer Hours,Install Price,Removal Price,Transfer Price
CU-2775,SCT-15-1E-140-1,EA,"SCT,15kV,1Ph Elec.,140 Amp,1 Count",SCT,0.4480,0.1600,0.3200,$65.75,$33.08,$43.88
CU-2776,SCT-15-1E-140-2,EA,"SCT,15kV,1Ph Elec.,140 Amp,2 Count",SCT,0.4480,0.1600,0.3200,$65.75,$33.08,$43.88
CU-2777,SCT-15-1E-200-1,EA,"SCT,15kV,1Ph Elec.,200 Amp,1 Count",SCT,0.4480,0.1600,0.3200,$65.75,$33.08,$43.88
CU-2778,SCT-15-1E-200-2,EA,"SCT,15kV,1Ph Elec.,200 Amp,2 Count",SCT,0.4480,0.1600,0.3200,$65.75,$33.08,$43.88
CU-2779,SCT-15-1E-35-2,EA,"SCT,15kV,1Ph Elec.,35 Amp,2 Count",SCT,0.4480,0.1600,0.3200,$65.75,$33.08,$43.88
CU-2780,SCT-15-1E-35-3,EA,"SCT,15kV,1Ph Elec.,35 Amp,3 Count",SCT,0.4480,0.1600,0.3200,$65.75,$33.08,$43.88
CU-2781,SCT-15-1E-50-1,EA,"SCT,15kV,1Ph Elec.,50 Amp,1 Count",SCT,0.4480,0.1600,0.3200,$65.75,$33.08,$43.88
CU-2782,SCT-15-1E-50-2,EA,"SCT,15kV,1Ph Elec.,50 Amp,2 Count",SCT,0.4480,0.1600,0.3200,$65.75,$33.08,$43.88
CU-2783,SCT-15-1E-70-1,EA,"SCT,15kV,1Ph Elec.,70 Amp,1 Count",SCT,0.4480,0.1600,0.3200,$65.75,$33.08,$43.88
CU-2784,SCT-15-1E-70-2,EA,"SCT,15kV,1Ph Elec.,70 Amp,2 Count",SCT,0.4480,0.1600,0.3200,$65.75,$33.08,$43.88
CU-2785,SCT-35-1E-100-1,EA,"SCT,35kV,1Ph Elec.,100 Amp,1 Count",SCT,0.4480,0.1600,0.3200,$65.75,$33.08,$43.88
CU-2786,SCT-35-1E-100-2,EA,"SCT,35kV,1Ph Elec.,100 Amp,2 Count",SCT,0.4480,0.1600,0.3200,$65.75,$33.08,$43.88
CU-2787,SCT-35-1E-140-2,EA,"SCT,35kV,1Ph Elec.,140 Amp,2 Count",SCT,0.4480,0.1600,0.3200,$65.75,$33.08,$43.88
CU-2788,SCT-35-1E-200-1,EA,"SCT,35kV,1Ph Elec.,200 Amp,1 Count",SCT,0.4480,0.1600,0.3200,$65.75,$33.08,$43.88
CU-2789,SCT-35-1E-50-1,EA,"SCT,35kV,1Ph Elec.,50 Amp,1 Count",SCT,0.4480,0.1600,0.3200,$65.75,$33.08,$43.88
CU-2790,SCT-35-1E-50-2,EA,"SCT,35kV,1Ph Elec.,50 Amp,2 Count",SCT,0.4480,0.1600,0.3200,$65.75,$33.08,$43.88
CU-2791,SCT-35-3E-400-2,EA,"SCT,35kV,3Ph Elec.,400 Amp,2 Count",SCT,0.6400,0.4640,0.4960,$65.75,$33.08,$43.88
CU-2792,SLB-6-AUR1,EA,"SLB,6ft Alum Upsweep,Round 1 1/4"" Dia",LB,0.3200,0.1760,0.5760,$51.05,$37.03,$118.38
CU-2793,SLB-A-6-A-1-S,EA,"SLB,Alum,6ft,Alum,1Pos,Street",LB,0.3200,0.1760,0.5760,$51.05,$37.03,$118.38
CU-2794,SLB-A-8-A-1-S,EA,"SLB,Alum,8ft,Alum,1Pos,Street",LB,0.4800,0.2560,0.7840,$51.05,$37.03,$118.38
CU-2795,SLB-C-2-A-1-S,EA,"SLB,Conc,2ft,Alum,1Pos,Street",LB,0.1280,0.0800,0.1600,$51.05,$37.03,$118.38
CU-2796,SLB-C-4-S-1-S,EA,"SLB,Conc,4ft,Steel,1Pos,Street",LB,0.1280,0.0800,0.1600,$51.05,$37.03,$118.38
CU-2797,SLB-C-4-S-2-S,EA,"SLB,Conc,4ft,Steel,2Pos,Street",LB,0.1280,0.0800,0.1600,$51.05,$37.03,$118.38
CU-2798,SLB-C-44-A-1-S,EA,"SLB,Conc,44in,Alum,1Pos,Street",LB,0.1280,0.0800,0.1600,$51.05,$37.03,$118.38
CU-2799,SLB-C-56-A-1-S,EA,"SLB,Conc,56in,Alum,1Pos,Street",LB,0.1280,0.0800,0.1600,$51.05,$37.03,$118.38
CU-2800,SLB-C-56-A-2-S,EA,"SLB,Conc,56in,Alum,2Pos,Street",LB,0.1280,0.0800,0.1600,$51.05,$37.03,$118.38
CU-2801,SLB-C-5BH-A-2-FS,EA,"SLB,ConcSq,5ftBullhorn,Alum,2Pos,Fld/St",LB,0.1280,0.0800,0.1600,$51.05,$37.03,$118.38
CU-2802,SLB-C-6-S-1-S,EA,"SLB,Conc,6ft,Steel,1Pos,Street",LB,0.1280,0.0800,0.1600,$51.05,$37.03,$118.38
CU-2803,SLB-C-68-A-1-S,EA,"SLB,Conc,68in,Alum,1Pos,Street",LB,0.1280,0.0800,0.1600,$51.05,$37.03,$118.38
CU-2804,SLB-C-6U-A-1-S,EA,"SLB,Conc,6ft Upsweep,Alum,1Pos,Street",LB,0.1280,0.0800,0.1600,$51.05,$37.03,$118.38
CU-2805,SLB-C-6U-A-2-S,EA,"SLB,Conc,6ft Upsweep,Alum,2Pos,Street",LB,0.1280,0.0800,0.1600,$51.05,$37.03,$118.38
CU-2806,SLB-C-80-A-1-S,EA,"SLB,Conc,80in,Alum,1Pos,Street",LB,0.1280,0.0800,0.1600,$51.05,$37.03,$118.38
CU-2807,SLB-F-S-1-S-BR,EA,"SLB,Fbgls,Steel,1Pos,Shoebox,Brnz",LB,0.1280,0.0800,0.1600,$51.05,$37.03,$118.38
CU-2808,SLB-F-S-2-S-BR,EA,"SLB,Fbgls,Steel,2Pos,Shoebox,Brnz",LB,0.1280,0.0800,0.1600,$51.05,$37.03,$118.38
CU-2809,SLB-F-S-2L-S-BR,EA,"SLB,Fbgls,Steel,2Pol,Shoebox,Brnz",LB,0.1280,0.0800,0.1600,$51.05,$37.03,$118.38
CU-2810,SLB-F-S-3-S-BR,EA,"SLB,Fbgls,Steel,3Pos,Shoebox,Brnz",LB,0.1280,0.0800,0.1600,$51.05,$37.03,$118.38
CU-2811,SLB-F-S-4-S-BR,EA,"SLB,Fbgls,Steel,4Pos,Shoebox,Brnz",LB,0.1280,0.0800,0.1600,$51.05,$37.03,$118.38
CU-2812,SLB-S-1-S-1-S-B,EA,"SLB-Steel,1',Steel,1Pos,Tenon, Black,Str",LB,0.1280,0.0800,0.1600,$51.05,$37.03,$118.38
CU-2813,SLB-S-10-S-1-S-SC-BK,EA,"SLB,Steel,10',Stl,1Pos,Str,SmCel,Black",LB,0.3200,0.1760,0.5760,$51.05,$37.03,$118.38
CU-2814,SLB-S-10-S-1-S-SC-BR,EA,"SLB,Steel,10',Stl,1Pos,Str,SmCel,Brown",LB,0.3200,0.1760,0.5760,$51.05,$37.03,$118.38
CU-2815,SLB-S-10-S-1-S-SC-DBZ,EA,"SLB,Steel,10',Stl,1Pos,Str,SmCel,DrkBnz",LB,0.3200,0.1760,0.5760,$51.05,$37.03,$118.38
CU-2816,SLB-S-10-S-1-S-SC-DGRN,EA,"SLB,Steel,10',Stl,1Pos,Str,SmCel,DrkGrn",LB,0.3200,0.1760,0.5760,$51.05,$37.03,$118.38
CU-2817,SLB-S-10-S-1-S-SC-GV,EA,"SLB,Steel,10',Stl,1Pos,Str,SmCel,Galvnz",LB,0.3200,0.1760,0.5760,$51.05,$37.03,$118.38
CU-2818,SLB-S-12-A-1-S,EA,"SLB, Steel, 12ft, Alu, 1Pos, Street",LB,0.1280,0.0800,0.1600,$51.05,$37.03,$118.38
CU-2819,SLB-S-12-S-1-S-SC-BK,EA,"SLB,Steel,12',Stl,1Pos,Str,SmCel,Black",LB,0.3200,0.1760,0.5760,$51.05,$37.03,$118.38
CU-2820,SLB-S-12-S-1-S-SC-BR,EA,"SLB,Steel,12',Stl,1Pos,Str,SmCel,Brown",LB,0.3200,0.1760,0.5760,$51.05,$37.03,$118.38
CU-2821,SLB-S-12-S-1-S-SC-DBZ,EA,"SLB,Steel,12',Stl,1Pos,Str,SmCel,DrkBnz",LB,0.3200,0.1760,0.5760,$51.05,$37.03,$118.38
CU-2822,SLB-S-12-S-1-S-SC-DGRN,EA,"SLB,Steel,12',Stl,1Pos,Str,SmCel,DrkGrn",LB,0.3200,0.1760,0.5760,$51.05,$37.03,$118.38
CU-2823,SLB-S-12-S-1-S-SC-GV,EA,"SLB,Steel,12',Stl,1Pos,Str,SmCel,Galvnz",LB,0.3200,0.1760,0.5760,$51.05,$37.03,$118.38
CU-2824,SLB-S-14-S-1-S-SC-BK,EA,"SLB,Steel,14',Stl,1Pos,Str,SmCel,Black",LB,0.3200,0.1760,0.5760,$51.05,$37.03,$118.38
CU-2825,SLB-S-14-S-1-S-SC-BR,EA,"SLB,Steel,14',Stl,1Pos,Str,SmCel,Brown",LB,0.3200,0.1760,0.5760,$51.05,$37.03,$118.38
CU-2826,SLB-S-14-S-1-S-SC-DBZ,EA,"SLB,Steel,14',Stl,1Pos,Str,SmCel,DrkBnz",LB,0.3200,0.1760,0.5760,$51.05,$37.03,$118.38
CU-2827,SLB-S-14-S-1-S-SC-DGRN,EA,"SLB,Steel,14',Stl,1Pos,Str,SmCel,DrkGrn",LB,0.3200,0.1760,0.5760,$51.05,$37.03,$118.38
CU-2828,SLB-S-14-S-1-S-SC-GV,EA,"SLB,Steel,14',Stl,1Pos,Str,SmCel,Galvnz",LB,0.1280,0.0800,0.1600,$51.05,$37.03,$118.38
CU-2829,SLB-S-16-S-1-S-SC-BK,EA,"SLB,Steel,16',Stl,1Pos,Str,SmCel,Black",LB,0.1280,0.0800,0.1600,$51.05,$37.03,$118.38
CU-2830,SLB-S-16-S-1-S-SC-BR,EA,"SLB,Steel,16',Stl,1Pos,Str,SmCel,Brown",LB,0.1280,0.0800,0.1600,$51.05,$37.03,$118.38
CU-2831,SLB-S-16-S-1-S-SC-DBZ,EA,"SLB,Steel,16',Stl,1Pos,Str,SmCel,DrkBnz",LB,0.1280,0.0800,0.1600,$51.05,$37.03,$118.38
CU-2832,SLB-S-16-S-1-S-SC-DGRN,EA,"SLB,Steel,16',Stl,1Pos,Str,SmCel,DrkGrn",LB,0.1280,0.0800,0.1600,$51.05,$37.03,$118.38
CU-2833,SLB-S-16-S-1-S-SC-GV,EA,"SLB,Steel,16',Stl,1Pos,Str,SmCel,Galvnz",LB,0.1280,0.0800,0.1600,$51.05,$37.03,$118.38
CU-2834,SLB-S-4-S-1-S-SC-BK,EA,"SLB,Steel,4',Stl,1Pos,Str,SmCel,Black",LB,0.3200,0.1760,0.5760,$51.05,$37.03,$118.38
CU-2835,SLB-S-4-S-1-S-SC-BR,EA,"SLB,Steel,4',Stl,1Pos,Str,SmCel,Brown",LB,0.3200,0.1760,0.5760,$51.05,$37.03,$118.38
CU-2836,SLB-S-4-S-1-S-SC-DBZ,EA,"SLB,Steel,4',Stl,1Pos,Str,SmCel,DrkBnz",LB,0.3200,0.1760,0.5760,$51.05,$37.03,$118.38
CU-2837,SLB-S-4-S-1-S-SC-DGRN,EA,"SLB,Steel,4',Stl,1Pos,Str,SmCel,DrkGrn",LB,0.3200,0.1760,0.5760,$51.05,$37.03,$118.38
CU-2838,SLB-S-4-S-1-S-SC-GV,EA,"SLB,Steel,4',Stl,1Pos,Str,SmCel,Galvnz",LB,0.3200,0.1760,0.5760,$51.05,$37.03,$118.38
CU-2839,SLB-S-6-S-1-S-SC-BK,EA,"SLB,Steel,6',Stl,1Pos,Str,SmCel,Black",LB,0.3200,0.1760,0.5760,$51.05,$37.03,$118.38
CU-2840,SLB-S-6-S-1-S-SC-BR,EA,"SLB,Steel,6',Stl,1Pos,Str,SmCel,Brown",LB,0.3200,0.1760,0.5760,$51.05,$37.03,$118.38
CU-2841,SLB-S-6-S-1-S-SC-DBZ,EA,"SLB,Steel,6',Stl,1Pos,Str,SmCel,DrkBnz",LB,0.3200,0.1760,0.5760,$51.05,$37.03,$118.38
CU-2842,SLB-S-6-S-1-S-SC-DGRN,EA,"SLB,Steel,6',Stl,1Pos,Str,SmCel,DrkGrn",LB,0.3200,0.1760,0.5760,$51.05,$37.03,$118.38
CU-2843,SLB-S-6-S-1-S-SC-GV,EA,"SLB,Steel,6',Stl,1Pos,Str,SmCel,Galvnz",LB,0.3200,0.1760,0.5760,$51.05,$37.03,$118.38
CU-2844,SLB-S-6-S-2-S,EA,"SLB,Steel,6ft,Steel,2Pos,Street",LB,0.1280,0.0800,0.1600,$51.05,$37.03,$118.38
CU-2845,SLB-S-8-S-1-S-SC-BK,EA,"SLB,Steel,8',Stl,1Pos,Str,SmCel,Black",LB,0.3200,0.1760,0.5760,$51.05,$37.03,$118.38
CU-2846,SLB-S-8-S-1-S-SC-BR,EA,"SLB,Steel,8',Stl,1Pos,Str,SmCel,Brown",LB,0.3200,0.1760,0.5760,$51.05,$37.03,$118.38
CU-2847,SLB-S-8-S-1-S-SC-DBZ,EA,"SLB,Steel,8',Stl,1Pos,Str,SmCel,DrkBnz",LB,0.3200,0.1760,0.5760,$51.05,$37.03,$118.38
CU-2848,SLB-S-8-S-1-S-SC-DGRN,EA,"SLB,Steel,8',Stl,1Pos,Str,SmCel,DrkGrn",LB,0.3200,0.1760,0.5760,$51.05,$37.03,$118.38
CU-2849,SLB-S-8-S-1-S-SC-GV,EA,"SLB,Steel,8',Stl,1Pos,Str,SmCel,Galvnz",LB,0.3200,0.1760,0.5760,$51.05,$37.03,$118.38
CU-2850,SLB-W-1-S-1-F,EA,"SLB,Wood,1ft,Steel,1Pos,Flood",LB,0.1440,0.0800,0.2080,$51.05,$37.03,$118.38
CU-2851,SLB-W-10-S-1-S,EA,"SLB,Wood,10ft,Steel,1Pos,Street",LB,0.4800,0.2560,0.7840,$51.05,$37.03,$118.38
CU-2852,SLB-W-12-S-1-S,EA,"SLB,Wood,12ft,Steel,1Pos,Street",LB,0.4800,0.2560,0.7840,$51.05,$37.03,$118.38
CU-2853,SLB-W-14-A-1-C,EA,"SLB,Wood,14ft,Alum,1Pos, St. Corr",LB,0.4800,0.2560,0.7840,$51.05,$37.03,$118.38
CU-2854,SLB-W-14-A-1-S,EA,"SLB,Wood,14ft,Alu,1Pos,Street",LB,0.4800,0.2560,0.7840,$51.05,$37.03,$118.38
CU-2855,SLB-W-14-S-1-S,EA,"SLB,Wood,14ft,Steel,1Pos,Street",LB,0.4800,0.2560,0.7840,$51.05,$37.03,$118.38
CU-2856,SLB-W-16-S-1-S,EA,"SLB,Wood,16ft,Steel,1Pos,Street",LB,0.4800,0.2560,0.7840,$51.05,$37.03,$118.38
CU-2857,SLB-W-18-A-1-F,EA,"SLB,Wood,18in,Alu,1Pos,Flood",LB,0.4800,0.2560,0.7840,$51.05,$37.03,$118.38
CU-2858,SLB-W-30-A-1-C,EA,"SLB,Wood,30in,Alum,1Pos, St. Corr",LB,0.3200,0.1760,0.5760,$51.05,$37.03,$118.38
CU-2859,SLB-W-30-A-1-S,EA,"SLB,Wood,30in,Alum,1Pos,Street",LB,0.3200,0.1760,0.5760,$51.05,$37.03,$118.38
CU-2860,SLB-W-30-S-1-S,EA,"SLB,Wood,30in,Steel,1Pos,Street",LB,0.3200,0.1760,0.5760,$51.05,$37.03,$118.38
CU-2861,SLB-W-30-S-2-F-BR,EA,"SLB,Wood,30in,Steel,2Pos,Flood,Brnz",LB,0.3200,0.1760,0.5760,$51.05,$37.03,$118.38
CU-2862,SLB-W-30-S-3-F-BR,EA,"SLB,Wood,30in,Steel,3Pos,Flood,Brnz",LB,0.3200,0.1760,0.5760,$51.05,$37.03,$118.38
CU-2863,SLB-W-4-A-1-C,EA,"SLB,Wood,4ft,Alum,1Pos, St. Corr",LB,0.3200,0.1760,0.5760,$51.05,$37.03,$118.38
CU-2864,SLB-W-4-A-1-S,EA,"SLB,Wood,4ft,Alum,1Pos,Street",LB,0.3200,0.1760,0.5760,$51.05,$37.03,$118.38
CU-2865,SLB-W-4-S-1-S,EA,"SLB,Wood,4ft,Steel,1Pos,Street",LB,0.3200,0.1760,0.5760,$51.05,$37.03,$118.38
CU-2866,SLB-W-6-A-1-C,EA,"SLB,Wood,6ft,Alum,1Pos, St. Corr",LB,0.3200,0.1760,0.5760,$51.05,$37.03,$118.38
CU-2867,SLB-W-6-A-1-S,EA,"SLB,Wood,6ft,Alum,1Pos,Street",LB,0.3200,0.1760,0.5760,$51.05,$37.03,$118.38
CU-2868,SLB-W-6-S-1-S,EA,"SLB,Wood,6ft,Steel,1Pos,Street",LB,0.3200,0.1760,0.5760,$51.05,$37.03,$118.38
CU-2869,SLB-W-6U-A-1-C,EA,"SLB,Wood,6ft Upsweep,Alum,1Pos, St. Corr",LB,0.3200,0.1760,0.5760,$51.05,$37.03,$118.38
CU-2870,SLB-W-6U-A-1-S,EA,"SLB,Wood pl,6ft Upsweep,Alum,1pos,Street",LB,0.3200,0.1760,0.5760,$51.05,$37.03,$118.38
CU-2871,SLB-W-8-S-1-S,EA,"SLB,Wood,8ft,Steel,1Pos,Street",LB,0.4800,0.2560,0.7840,$51.05,$37.03,$118.38
CU-2872,SLB-W-S-A-F,EA,"SLB,Wood,Steel,Adpt,Flood",LB,0.1440,0.0800,0.2080,$51.05,$37.03,$118.38
CU-2873,SLT-100-S-D-120-AC-BK,EA,"SLT,100,Sodm,Decortv,120,Acorn,BlK",LT,0.3360,0.2240,0.0000,$76.75,$54.35,$128.82
CU-2874,SLT-100-S-D-120-AR-BK,EA,"SLT,100,Sodm,Decortv,120,Arling,BlK",LT,0.3360,0.2240,0.0000,$76.75,$54.35,$128.82
CU-2875,SLT-100-S-D-120-JF-BK,EA,"SLT,100,Sodm,Decortv,120,JeFfer,BlK",LT,0.3360,0.2240,0.0000,$76.75,$54.35,$128.82
CU-2876,SLT-100-S-D-120-PR-BK,EA,"SLT,100,Sodm,Decortv,120,Prism,BlK",LT,0.3360,0.2240,0.0000,$76.75,$54.35,$128.82
CU-2877,SLT-100-S-D-120-PT-BK,EA,"SLT,100,Sodm,Decortv,120,PstTp,BlK",LT,0.3360,0.2240,0.0000,$76.75,$54.35,$128.82
CU-2878,SLT-100-S-D-120-PT-GR,EA,"SLT,100,Sodm,Decortv,120,PstTp,Gry",LT,0.3360,0.2240,0.0000,$76.75,$54.35,$128.82
CU-2879,SLT-100-S-D-120-TN-BK,EA,"SLT,100,Sodm,Decortv,120,TeNon,BlK",LT,0.3360,0.2240,0.0000,$76.75,$54.35,$128.82
CU-2880,SLT-100-S-F-120-YK-GR,EA,"SLT,100,Sodm,Flood,120,YoKe,Gry",LT,0.5280,0.3680,0.8000,$76.75,$54.35,$128.82
CU-2881,SLT-100-S-O-120-SF,EA,"SLT,100,Sodm,Open,120,SlipFit",LT,0.3680,0.2400,0.5920,$76.75,$54.35,$128.82
CU-2882,SLT-100-S-S-120-SF-BZ,EA,"SLT,100,Sodm,Shoebox,120,SlipFit,BrnZ",LT,0.3680,0.2400,0.5920,$76.75,$54.35,$128.82
CU-2883,SLT-100-SFMSG,EA,"100W,HPS,Fld,Slip-Fit,Multi-Volt,Gray",LT,0.5280,0.3680,0.8000,$76.75,$54.35,$128.82
CU-2884,SLT-100-SFYG,EA,"100W 120V Sodium Floodligt, Yoke, Grey",LT,0.5280,0.3680,0.8000,$76.75,$54.35,$128.82
CU-2885,SLT-100-SOH,EA,"SLT,100,Sodm,Open,120,SlipFit, hd",LT,0.3680,0.2400,0.5920,$76.75,$54.35,$128.82
CU-2886,SLT-100-SOHC,EA,"SLT,100,Sodm,Open,120,SlipFit, hd, ctoff",LT,0.3680,0.2400,0.5920,$76.75,$54.35,$128.82
CU-2887,SLT-100-SOP,EA,"SLT,100,Sodm,Open,120,SlipFit, pkg",LT,0.3680,0.2400,0.5920,$76.75,$54.35,$128.82
CU-2888,SLT-100-SOPC,EA,"SLT,100,Sodm,Open,120,SlipFit,pkg, ctoff",LT,0.3680,0.2400,0.5920,$76.75,$54.35,$128.82
CU-2889,SLT-100-SPBC,EA,"100W 120V Sodium PostTop,Black,Contempry",LT,0.3680,0.2400,0.5920,$76.75,$54.35,$128.82
CU-2890,SLT-100-SPBC4,EA,"100W 480V Sodium PostTop,Black,Contempry",LT,0.3680,0.2400,0.5920,$76.75,$54.35,$128.82
CU-2891,SLT-100-SPBS,EA,"100W 120V Sodium Post Top,BLK,Col-Salem",LT,0.3680,0.2400,0.5920,$76.75,$54.35,$128.82
CU-2892,SLT-100-SPBT,EA,"100W 120V Sodium Post-Top,Blk,Traditionl",LT,0.3680,0.2400,0.5920,$76.75,$54.35,$128.82
CU-2893,SLT-100-SPGC,EA,"100W 120V Sodium Post-Top,Grey,Contempry",LT,0.3680,0.2400,0.5920,$76.75,$54.35,$128.82
CU-2894,SLT-100-SPGT,EA,"100W 120V Sodium PostTop,Grey,Traditionl",LT,0.3680,0.2400,0.5920,$76.75,$54.35,$128.82
CU-2895,SLT-100-SR,EA,100W 120V Sodium Roadway Refractor,LT,0.3680,0.2400,0.5920,$76.75,$54.35,$128.82
CU-2896,SLT-100-SRC,EA,100W 120V Sodium Roadway Cutoff Refracto,LT,0.3680,0.2400,0.5920,$76.75,$54.35,$128.82
CU-2897,SLT-100-SSSZ,EA,"100W 120V Sodium Shoebox, Slip-fit, Bron",LT,0.3680,0.2400,0.5920,$76.75,$54.35,$128.82
CU-2898,SLT-1000-HFMSG,EA,"1000W MultiVolt Halide Fldlgt,Slipfit,Gr",LT,0.5280,0.3680,0.8000,$76.75,$54.35,$128.82
CU-2899,SLT-1000-HFMSZ,EA,"1000W MultiVolt Halide FldLt,Slipfit,Brz",LT,0.5280,0.3680,0.8000,$76.75,$54.35,$128.82
CU-2900,SLT-1000-HFMYG,EA,"1000W MultiVolt Halide Fldlgt,Yoke, Grey",LT,0.5280,0.3680,0.8000,$76.75,$54.35,$128.82
CU-2901,SLT-1000-HFYG,EA,"1000W 120V Halide Floodligt, Yoke, Grey",LT,0.5280,0.3680,0.8000,$76.75,$54.35,$128.82
CU-2902,SLT-1000-HSMAG,EA,"1000W Multi-Volt Halide Shoebox, Arm, Gr",LT,0.4000,0.2720,0.6560,$76.75,$54.35,$128.82
CU-2903,SLT-1000-MFMYG,EA,"1000W MultiVolt Mercury Fldlgt,Yoke,Grey",LT,0.5280,0.3680,0.8000,$76.75,$54.35,$128.82
CU-2904,SLT-1000-MFYG,EA,"1000W 120V Mercury Floodligt, Yoke, Grey",LT,0.5280,0.3680,0.8000,$76.75,$54.35,$128.82
CU-2905,SLT-1000-SFMSG,EA,"1000W Multi-Volt Sodm Fldligt,Slipfit,Gr",LT,0.5280,0.3680,0.8000,$76.75,$54.35,$128.82
CU-2906,SLT-1000-SRHM2,EA,1000W 240V Sodium Roadway High Mast Refr,LT,0.4000,0.2720,0.6560,$76.75,$54.35,$128.82
CU-2907,SLT-150-HPBTL,EA,"175W 120V MH PostTop,BLK,Traditional,Pul",LT,0.3680,0.2400,0.5920,$76.75,$54.35,$128.82
CU-2908,SLT-150-HRSGL,EA,"150W 120V MH Roadway Slipfit Gray, Pulse",LT,0.3680,0.2400,0.5920,$76.75,$54.35,$128.82
CU-2909,SLT-150-SFMSG,EA,"150W,HPS,Fld,Slip-Fit,Multi-Volt,Gray",LT,0.5280,0.3680,0.8000,$76.75,$54.35,$128.82
CU-2910,SLT-150-SFSG,EA,"150W 120V Sodium Floodligt, Slip-fit, Gr",LT,0.5280,0.3680,0.8000,$76.75,$54.35,$128.82
CU-2911,SLT-150-SOH,EA,"SLT,150,Sodm,Open,120,SlipFit, hd",LT,0.3680,0.2400,0.5920,$76.75,$54.35,$128.82
CU-2912,SLT-150-SOP,EA,"SLT,150,Sodm,Open,120,SlipFit, pkg",LT,0.3680,0.2400,0.5920,$76.75,$54.35,$128.82
CU-2913,SLT-150-SPBC,EA,"150W 120V Sodium PostTop,Black,Contempry",LT,0.3680,0.2400,0.5920,$76.75,$54.35,$128.82
CU-2914,SLT-150-SPBT,EA,"150W 120V Sodium Post-Top,Blk,Traditionl",LT,0.3680,0.2400,0.5920,$76.75,$54.35,$128.82
CU-2915,SLT-150-SPGC,EA,"150W 120V Sodium Post-Top,Grey,Contempry",LT,0.3680,0.2400,0.5920,$76.75,$54.35,$128.82
CU-2916,SLT-150-SPGT,EA,"150W 120V Sodium PostTop,Grey,Traditionl",LT,0.3680,0.2400,0.5920,$76.75,$54.35,$128.82
CU-2917,SLT-150-SR,EA,150W 120V Sodium Roadway Refractor,LT,0.3680,0.2400,0.5920,$76.75,$54.35,$128.82
CU-2918,SLT-150-SRC,EA,150W 120V Sodium Roadway Cutoff Refracto,LT,0.3680,0.2400,0.5920,$76.75,$54.35,$128.82
CU-2919,SLT-150-SRM,EA,150W Multi-Volt Sodium Roadway Refractor,LT,0.3680,0.2400,0.5920,$76.75,$54.35,$128.82
CU-2920,SLT-150-SSMAG,EA,"150W Multi-Volt Sodium Shoebox, Arm,Grey",LT,0.3680,0.2400,0.5920,$76.75,$54.35,$128.82
CU-2921,SLT-150-SSSZ,EA,"150W 120V Sodium Shoebox, Slip-fit, Bron",LT,0.3680,0.2400,0.5920,$76.75,$54.35,$128.82
CU-2922,SLT-175-H-D-120-JF-BK,EA,"SLT,175,Hald,Decortv,120,JeFfer,BlK",LT,0.4000,0.2720,0.6560,$76.75,$54.35,$128.82
CU-2923,SLT-175-HPGCL,EA,"175W 120V MH PostTop,Grey,Contempry,Puls",LT,0.3680,0.2400,0.5920,$76.75,$54.35,$128.82
CU-2924,SLT-175-M-O-120-SF,EA,"SLT,175,Merc,Open,120,SlipFit",LT,0.3360,0.2240,0.5280,$76.75,$54.35,$128.82
CU-2925,SLT-1K-H-S-120-SF-BZ,EA,"SLT,1K,Hald,Shoebox,120,SlipFit,BrnZ",LT,0.4000,0.2720,0.6560,$76.75,$54.35,$128.82
CU-2926,SLT-200-S-F-120-YK-GR,EA,"SLT,200,Sodm,Flood,120,YoKe,Gry",LT,0.5280,0.3680,0.8000,$76.75,$54.35,$128.82
CU-2927,SLT-200-SFYG,EA,"200W 120V Sodium Floodligt, Yoke, Grey",LT,0.5280,0.3680,0.8000,$76.75,$54.35,$128.82
CU-2928,SLT-200-SR,EA,200W 120V Sodium Roadway Refractor,LT,0.3680,0.2400,0.5920,$76.75,$54.35,$128.82
CU-2929,SLT-200-SR4,EA,200W 480V Sodium Roadway Refractor,LT,0.3680,0.2400,0.5920,$76.75,$54.35,$128.82
CU-2930,SLT-200-SRC,EA,200W 120V Sodium Roadway Cutoff Refracto,LT,0.3680,0.2400,0.5920,$76.75,$54.35,$128.82
CU-2931,SLT-200-SRM,EA,200W Multi-Volt Sodium Roadway Refractor,LT,0.3680,0.2400,0.5920,$76.75,$54.35,$128.82
CU-2932,SLT-200-SSSZ,EA,"200W 120V Sodium Shoebox, Slip-fit, Bron",LT,0.3680,0.2400,0.5920,$76.75,$54.35,$128.82
CU-2933,SLT-250-HFMSGL,EA,"250W MultiVolt MH Fldligt,Slipfit,Gr,Pul",LT,0.5280,0.3680,0.8000,$76.75,$54.35,$128.82
CU-2934,SLT-250-HFSG,EA,"250W 120V Halide Floodligt, Slip-fit, Gr",LT,0.5280,0.3680,0.8000,$76.75,$54.35,$128.82
CU-2935,SLT-250-HFYGL,EA,"250W 120V MH Floodligt,Yoke,Grey,Pulse",LT,0.5280,0.3680,0.8000,$76.75,$54.35,$128.82
CU-2936,SLT-250-HRSG12,EA,250W 120/240V Halide Roadwy Slipfit Gray,LT,0.3680,0.2400,0.5920,$76.75,$54.35,$128.82
CU-2937,SLT-250-HSMAG,EA,"250W Multi-Volt Halide Shoebox, Arm, Gre",LT,0.4000,0.2720,0.6560,$76.75,$54.35,$128.82
